site,data_type,trend,h
Site_2373,min_level,decreasing,True
Site_2374,avg_level,decreasing,True
Site_2374,min_level,decreasing,True
Site_2375,avg_level,decreasing,True
Site_2375,min_level,decreasing,True
Site_2376,avg_level,decreasing,True
Site_2376,min_level,decreasing,True
Site_2377,avg_level,decreasing,True
Site_2377,min_level,decreasing,True
Site_2378,avg_level,decreasing,True
Site_2378,min_level,decreasing,True
Site_2379,avg_level,decreasing,True
Site_2379,min_level,decreasing,True
Site_2380,avg_level,decreasing,True
Site_2380,min_level,decreasing,True
Site_2381,avg_level,decreasing,True
Site_2381,min_level,decreasing,True
Site_2382,avg_level,decreasing,True
Site_2382,min_level,decreasing,True
Site_2383,avg_level,decreasing,True
Site_2383,min_level,decreasing,True
Site_2384,avg_level,decreasing,True
Site_2384,min_level,decreasing,True
Site_2385,avg_level,decreasing,True
Site_2385,min_level,decreasing,True
Site_2386,avg_level,decreasing,True
Site_2386,min_level,decreasing,True
Site_2387,avg_level,decreasing,True
Site_2387,min_level,decreasing,True
Site_2388,avg_level,decreasing,True
Site_2388,min_level,decreasing,True
Site_2389,avg_level,decreasing,True
Site_2389,min_level,decreasing,True
Site_2390,avg_level,decreasing,True
Site_2390,min_level,decreasing,True
Site_2391,avg_level,decreasing,True
Site_2391,min_level,decreasing,True
Site_2392,avg_level,decreasing,True
Site_2392,min_level,decreasing,True
Site_2393,avg_level,decreasing,True
Site_2393,min_level,decreasing,True
Site_2394,avg_level,decreasing,True
Site_2394,min_level,decreasing,True
Site_2395,avg_level,decreasing,True
Site_2395,min_level,decreasing,True
Site_2396,avg_level,decreasing,True
Site_2396,min_level,decreasing,True
Site_2397,avg_level,decreasing,True
Site_2397,min_level,decreasing,True
Site_2398,avg_level,decreasing,True
Site_2398,min_level,decreasing,True
Site_2399,avg_level,decreasing,True
Site_2399,min_level,decreasing,True
Site_2400,avg_level,decreasing,True
Site_2400,min_level,decreasing,True
Site_2401,avg_level,decreasing,True
Site_2401,min_level,decreasing,True
Site_2402,avg_level,decreasing,True
Site_2402,min_level,decreasing,True
Site_2403,avg_level,decreasing,True
Site_2403,min_level,decreasing,True
Site_2404,avg_level,decreasing,True
Site_2404,min_level,decreasing,True
Site_2405,avg_level,decreasing,True
Site_2405,min_level,decreasing,True
Site_2406,avg_level,decreasing,True
Site_2406,min_level,decreasing,True
Site_2407,avg_level,decreasing,True
Site_2407,min_level,decreasing,True
Site_2408,avg_level,decreasing,True
Site_2408,min_level,decreasing,True
Site_2409,avg_level,decreasing,True
Site_2409,min_level,decreasing,True
Site_2410,avg_level,decreasing,True
Site_2410,min_level,decreasing,True
Site_2411,avg_level,decreasing,True
Site_2411,min_level,decreasing,True
Site_2412,avg_level,decreasing,True
Site_2412,min_level,decreasing,True
Site_2413,avg_level,decreasing,True
Site_2413,min_level,decreasing,True
Site_2414,avg_level,decreasing,True
Site_2414,min_level,decreasing,True
Site_2415,avg_level,decreasing,True
Site_2415,min_level,decreasing,True
Site_2416,avg_level,decreasing,True
Site_2416,min_level,decreasing,True
Site_2417,avg_level,decreasing,True
Site_2417,min_level,decreasing,True
Site_2418,avg_level,decreasing,True
Site_2418,min_level,decreasing,True
Site_2419,avg_level,decreasing,True
Site_2419,min_level,decreasing,True
Site_2420,avg_level,decreasing,True
Site_2420,min_level,decreasing,True
Site_2421,avg_level,decreasing,True
Site_2421,min_level,decreasing,True
Site_2422,avg_level,decreasing,True
Site_2422,min_level,decreasing,True
Site_2423,avg_level,decreasing,True
Site_2423,min_level,decreasing,True
Site_2424,avg_level,decreasing,True
Site_2424,min_level,decreasing,True
Site_2425,avg_level,decreasing,True
Site_2425,min_level,decreasing,True
Site_2426,avg_level,decreasing,True
Site_2426,min_level,decreasing,True
Site_2427,avg_level,decreasing,True
Site_2427,min_level,decreasing,True
Site_2428,avg_level,decreasing,True
Site_2428,min_level,decreasing,True
Site_2429,avg_level,decreasing,True
Site_2429,min_level,decreasing,True
Site_2430,avg_level,decreasing,True
Site_2430,min_level,decreasing,True
Site_2431,avg_level,decreasing,True
Site_2431,min_level,decreasing,True
Site_2432,avg_level,decreasing,True
Site_2432,min_level,decreasing,True
Site_2433,avg_level,decreasing,True
Site_2433,min_level,decreasing,True
Site_2434,avg_level,decreasing,True
Site_2434,min_level,decreasing,True
Site_2435,avg_level,decreasing,True
Site_2435,min_level,decreasing,True
Site_2436,avg_level,decreasing,True
Site_2436,min_level,decreasing,True
Site_2437,avg_level,decreasing,True
Site_2437,min_level,decreasing,True
Site_2438,avg_level,decreasing,True
Site_2438,min_level,decreasing,True
Site_2439,avg_level,decreasing,True
Site_2439,min_level,decreasing,True
Site_2440,avg_level,decreasing,True
Site_2440,min_level,decreasing,True
Site_2441,avg_level,decreasing,True
Site_2441,min_level,decreasing,True
Site_2442,avg_level,decreasing,True
Site_2442,min_level,decreasing,True
Site_2443,avg_level,decreasing,True
Site_2443,min_level,decreasing,True
Site_2444,avg_level,decreasing,True
Site_2444,min_level,decreasing,True
Site_2445,avg_level,decreasing,True
Site_2445,min_level,decreasing,True
Site_2446,avg_level,decreasing,True
Site_2446,min_level,decreasing,True
Site_2447,avg_level,decreasing,True
Site_2447,min_level,decreasing,True
Site_2448,avg_level,decreasing,True
Site_2448,min_level,decreasing,True
Site_2449,avg_level,decreasing,True
Site_2449,min_level,decreasing,True
Site_2450,avg_level,decreasing,True
Site_2450,min_level,decreasing,True
Site_2451,avg_level,decreasing,True
Site_2451,min_level,decreasing,True
Site_2452,avg_level,decreasing,True
Site_2452,min_level,decreasing,True
Site_2453,avg_level,decreasing,True
Site_2453,min_level,decreasing,True
Site_2454,avg_level,decreasing,True
Site_2454,min_level,decreasing,True
Site_2455,avg_level,decreasing,True
Site_2455,min_level,decreasing,True
Site_2456,avg_level,decreasing,True
Site_2456,min_level,decreasing,True
Site_2457,avg_level,decreasing,True
Site_2457,min_level,decreasing,True
Site_2458,avg_level,decreasing,True
Site_2458,min_level,decreasing,True
Site_2459,avg_level,decreasing,True
Site_2459,min_level,decreasing,True
Site_2460,avg_level,decreasing,True
Site_2460,min_level,decreasing,True
Site_2461,avg_level,decreasing,True
Site_2461,min_level,decreasing,True
Site_2462,avg_level,decreasing,True
Site_2462,min_level,decreasing,True
Site_2463,avg_level,decreasing,True
Site_2463,min_level,decreasing,True
Site_2464,avg_level,decreasing,True
Site_2464,min_level,decreasing,True
Site_2465,avg_level,decreasing,True
Site_2465,min_level,decreasing,True
Site_2466,avg_level,decreasing,True
Site_2466,min_level,decreasing,True
Site_2467,avg_level,decreasing,True
Site_2467,min_level,decreasing,True
Site_2468,avg_level,decreasing,True
Site_2468,min_level,decreasing,True
Site_2469,avg_level,decreasing,True
Site_2469,min_level,decreasing,True
Site_2470,avg_level,decreasing,True
Site_2470,min_level,decreasing,True
Site_2471,avg_level,decreasing,True
Site_2471,min_level,decreasing,True
Site_2472,avg_level,decreasing,True
Site_2472,min_level,decreasing,True
Site_2473,avg_level,decreasing,True
Site_2473,min_level,decreasing,True
Site_2474,avg_level,decreasing,True
Site_2474,min_level,decreasing,True
Site_2475,avg_level,decreasing,True
Site_2475,min_level,decreasing,True
Site_2476,avg_level,decreasing,True
Site_2476,min_level,decreasing,True
Site_2477,avg_level,decreasing,True
Site_2477,min_level,decreasing,True
Site_2478,avg_level,decreasing,True
Site_2478,min_level,decreasing,True
Site_2479,avg_level,decreasing,True
Site_2479,min_level,decreasing,True
Site_2480,avg_level,decreasing,True
Site_2480,min_level,decreasing,True
Site_2481,avg_level,decreasing,True
Site_2481,min_level,decreasing,True
Site_2482,avg_level,decreasing,True
Site_2482,min_level,decreasing,True
Site_2483,avg_level,decreasing,True
Site_2483,min_level,decreasing,True
Site_2484,avg_level,decreasing,True
Site_2484,min_level,decreasing,True
Site_2485,avg_level,decreasing,True
Site_2485,min_level,decreasing,True
Site_2486,avg_level,decreasing,True
Site_2486,min_level,decreasing,True
Site_2487,avg_level,decreasing,True
Site_2487,min_level,decreasing,True
Site_2488,avg_level,decreasing,True
Site_2488,min_level,decreasing,True
Site_2489,avg_level,decreasing,True
Site_2489,min_level,decreasing,True
Site_2490,avg_level,decreasing,True
Site_2490,min_level,decreasing,True
Site_2491,avg_level,decreasing,True
Site_2491,min_level,decreasing,True
Site_2492,avg_level,decreasing,True
Site_2492,min_level,decreasing,True
Site_2493,avg_level,decreasing,True
Site_2493,min_level,decreasing,True
Site_2494,avg_level,decreasing,True
Site_2494,min_level,decreasing,True
Site_2495,avg_level,decreasing,True
Site_2495,min_level,decreasing,True
Site_2496,avg_level,decreasing,True
Site_2496,min_level,decreasing,True
Site_2497,avg_level,decreasing,True
Site_2497,min_level,decreasing,True
Site_2498,avg_level,decreasing,True
Site_2498,min_level,decreasing,True
Site_2499,avg_level,decreasing,True
Site_2499,min_level,decreasing,True
Site_2500,avg_level,decreasing,True
Site_2500,min_level,decreasing,True
Site_2501,avg_level,decreasing,True
Site_2501,min_level,decreasing,True
Site_2502,avg_level,decreasing,True
Site_2502,min_level,decreasing,True
Site_2503,avg_level,decreasing,True
Site_2503,min_level,decreasing,True
Site_2504,avg_level,decreasing,True
Site_2504,min_level,decreasing,True
Site_2505,avg_level,decreasing,True
Site_2505,min_level,decreasing,True
Site_2506,avg_level,decreasing,True
Site_2506,min_level,decreasing,True
Site_2507,avg_level,decreasing,True
Site_2507,min_level,decreasing,True
Site_2508,avg_level,decreasing,True
Site_2508,min_level,decreasing,True
Site_2509,avg_level,decreasing,True
Site_2509,min_level,decreasing,True
Site_2510,avg_level,decreasing,True
Site_2510,min_level,decreasing,True
Site_2511,avg_level,decreasing,True
Site_2511,min_level,decreasing,True
Site_2512,avg_level,decreasing,True
Site_2512,min_level,decreasing,True
Site_2513,avg_level,decreasing,True
Site_2513,min_level,decreasing,True
Site_2514,avg_level,decreasing,True
Site_2514,min_level,decreasing,True
Site_2515,avg_level,decreasing,True
Site_2515,min_level,decreasing,True
Site_2516,avg_level,decreasing,True
Site_2516,min_level,decreasing,True
Site_2517,avg_level,decreasing,True
Site_2517,min_level,decreasing,True
Site_2518,avg_level,decreasing,True
Site_2518,min_level,decreasing,True
Site_2519,avg_level,decreasing,True
Site_2519,min_level,decreasing,True
Site_2520,avg_level,decreasing,True
Site_2520,min_level,decreasing,True
Site_2521,avg_level,decreasing,True
Site_2521,min_level,decreasing,True
Site_2522,avg_level,decreasing,True
Site_2522,min_level,decreasing,True
Site_2523,avg_level,decreasing,True
Site_2523,min_level,decreasing,True
Site_2524,avg_level,decreasing,True
Site_2524,min_level,decreasing,True
Site_2525,avg_level,decreasing,True
Site_2525,min_level,decreasing,True
Site_2526,avg_level,decreasing,True
Site_2526,min_level,decreasing,True
Site_2527,avg_level,decreasing,True
Site_2527,min_level,decreasing,True
Site_2528,avg_level,decreasing,True
Site_2528,min_level,decreasing,True
Site_2529,avg_level,decreasing,True
Site_2529,min_level,decreasing,True
Site_2530,avg_level,decreasing,True
Site_2530,min_level,decreasing,True
Site_2531,avg_level,decreasing,True
Site_2531,min_level,decreasing,True
Site_2532,avg_level,decreasing,True
Site_2532,min_level,decreasing,True
Site_2533,avg_level,decreasing,True
Site_2533,min_level,decreasing,True
Site_2534,avg_level,decreasing,True
Site_2534,min_level,decreasing,True
Site_2535,avg_level,decreasing,True
Site_2535,min_level,decreasing,True
Site_2536,avg_level,decreasing,True
Site_2536,min_level,decreasing,True
Site_2537,avg_level,decreasing,True
Site_2537,min_level,decreasing,True
Site_2538,avg_level,decreasing,True
Site_2538,min_level,decreasing,True
Site_2539,avg_level,decreasing,True
Site_2539,min_level,decreasing,True
Site_2540,avg_level,decreasing,True
Site_2540,min_level,decreasing,True
Site_2541,avg_level,decreasing,True
Site_2541,min_level,decreasing,True
Site_2542,avg_level,decreasing,True
Site_2542,min_level,decreasing,True
Site_2543,avg_level,decreasing,True
Site_2543,min_level,decreasing,True
Site_2544,avg_level,decreasing,True
Site_2544,min_level,decreasing,True
Site_2545,avg_level,decreasing,True
Site_2545,min_level,decreasing,True
Site_2546,avg_level,decreasing,True
Site_2546,min_level,decreasing,True
Site_2547,avg_level,decreasing,True
Site_2547,min_level,decreasing,True
Site_2548,avg_level,decreasing,True
Site_2548,min_level,decreasing,True
Site_2549,avg_level,decreasing,True
Site_2549,min_level,decreasing,True
Site_2550,avg_level,decreasing,True
Site_2550,min_level,decreasing,True
Site_2551,avg_level,decreasing,True
Site_2551,min_level,decreasing,True
Site_2552,avg_level,decreasing,True
Site_2552,min_level,decreasing,True
Site_2553,avg_level,decreasing,True
Site_2553,min_level,decreasing,True
Site_2554,avg_level,decreasing,True
Site_2554,min_level,decreasing,True
Site_2555,avg_level,decreasing,True
Site_2555,min_level,decreasing,True
Site_2556,avg_level,decreasing,True
Site_2556,min_level,decreasing,True
Site_2557,avg_level,decreasing,True
Site_2557,min_level,decreasing,True
Site_2558,avg_level,decreasing,True
Site_2558,min_level,decreasing,True
Site_2559,avg_level,decreasing,True
Site_2559,min_level,decreasing,True
Site_2560,avg_level,decreasing,True
Site_2560,min_level,decreasing,True
Site_2561,avg_level,decreasing,True
Site_2561,min_level,decreasing,True
Site_2562,avg_level,decreasing,True
Site_2562,min_level,decreasing,True
Site_2563,avg_level,decreasing,True
Site_2563,min_level,decreasing,True
Site_2564,avg_level,decreasing,True
Site_2564,min_level,decreasing,True
Site_2565,avg_level,decreasing,True
Site_2565,min_level,decreasing,True
Site_2566,avg_level,decreasing,True
Site_2566,min_level,decreasing,True
Site_2567,avg_level,decreasing,True
Site_2567,min_level,decreasing,True
Site_2568,avg_level,decreasing,True
Site_2568,min_level,decreasing,True
Site_2569,avg_level,decreasing,True
Site_2569,min_level,decreasing,True
Site_2570,avg_level,decreasing,True
Site_2570,min_level,decreasing,True
Site_2571,avg_level,decreasing,True
Site_2571,min_level,decreasing,True
Site_2572,avg_level,decreasing,True
Site_2572,min_level,decreasing,True
Site_2573,avg_level,decreasing,True
Site_2573,min_level,decreasing,True
Site_2574,avg_level,decreasing,True
Site_2574,min_level,decreasing,True
Site_2575,avg_level,decreasing,True
Site_2575,min_level,decreasing,True
Site_2576,avg_level,decreasing,True
Site_2576,min_level,decreasing,True
Site_2577,avg_level,decreasing,True
Site_2577,min_level,decreasing,True
Site_2578,avg_level,decreasing,True
Site_2578,min_level,decreasing,True
Site_2579,avg_level,decreasing,True
Site_2579,min_level,decreasing,True
Site_2580,avg_level,decreasing,True
Site_2580,min_level,decreasing,True
Site_2581,avg_level,decreasing,True
Site_2581,min_level,decreasing,True
Site_2582,avg_level,decreasing,True
Site_2582,min_level,decreasing,True
Site_2583,avg_level,decreasing,True
Site_2583,min_level,decreasing,True
Site_2584,avg_level,decreasing,True
Site_2584,min_level,decreasing,True
Site_2585,avg_level,decreasing,True
Site_2585,min_level,decreasing,True
Site_2586,avg_level,decreasing,True
Site_2586,min_level,decreasing,True
Site_2587,avg_level,decreasing,True
Site_2587,min_level,decreasing,True
Site_2588,avg_level,decreasing,True
Site_2588,min_level,decreasing,True
Site_2589,avg_level,decreasing,True
Site_2589,min_level,decreasing,True
Site_2590,avg_level,decreasing,True
Site_2590,min_level,decreasing,True
Site_2591,avg_level,decreasing,True
Site_2591,min_level,decreasing,True
Site_2592,avg_level,decreasing,True
Site_2592,min_level,decreasing,True
Site_2593,avg_level,decreasing,True
Site_2593,min_level,decreasing,True
Site_2594,avg_level,decreasing,True
Site_2594,min_level,decreasing,True
Site_2595,avg_level,decreasing,True
Site_2595,min_level,decreasing,True
Site_2596,avg_level,decreasing,True
Site_2596,min_level,decreasing,True
Site_2597,avg_level,decreasing,True
Site_2597,min_level,decreasing,True
Site_2598,avg_level,decreasing,True
Site_2598,min_level,decreasing,True
Site_2599,avg_level,decreasing,True
Site_2599,min_level,decreasing,True
Site_2600,avg_level,decreasing,True
Site_2600,min_level,decreasing,True
Site_2601,avg_level,decreasing,True
Site_2601,min_level,decreasing,True
Site_2602,avg_level,decreasing,True
Site_2602,min_level,decreasing,True
Site_2603,avg_level,decreasing,True
Site_2603,min_level,decreasing,True
Site_2604,avg_level,decreasing,True
Site_2604,min_level,decreasing,True
Site_2605,avg_level,decreasing,True
Site_2605,min_level,decreasing,True
Site_2606,avg_level,decreasing,True
Site_2606,min_level,decreasing,True
Site_2607,avg_level,decreasing,True
Site_2607,min_level,decreasing,True
Site_2608,avg_level,decreasing,True
Site_2608,min_level,decreasing,True
Site_2609,avg_level,decreasing,True
Site_2609,min_level,decreasing,True
Site_2610,avg_level,decreasing,True
Site_2610,min_level,decreasing,True
Site_2611,avg_level,decreasing,True
Site_2611,min_level,decreasing,True
Site_2612,avg_level,decreasing,True
Site_2612,min_level,decreasing,True
Site_2613,avg_level,decreasing,True
Site_2613,min_level,decreasing,True
Site_2614,avg_level,decreasing,True
Site_2614,min_level,decreasing,True
Site_2615,avg_level,decreasing,True
Site_2615,min_level,decreasing,True
Site_2616,avg_level,decreasing,True
Site_2616,min_level,decreasing,True
Site_2617,avg_level,decreasing,True
Site_2617,min_level,decreasing,True
Site_2618,avg_level,decreasing,True
Site_2618,min_level,decreasing,True
Site_2619,avg_level,decreasing,True
Site_2619,min_level,decreasing,True
Site_2620,avg_level,decreasing,True
Site_2620,min_level,decreasing,True
Site_2621,avg_level,decreasing,True
Site_2621,min_level,decreasing,True
Site_2622,avg_level,decreasing,True
Site_2622,min_level,decreasing,True
Site_2623,avg_level,decreasing,True
Site_2623,min_level,decreasing,True
Site_2624,avg_level,decreasing,True
Site_2624,min_level,decreasing,True
Site_2625,avg_level,decreasing,True
Site_2625,min_level,decreasing,True
Site_2626,avg_level,decreasing,True
Site_2626,min_level,decreasing,True
Site_2627,avg_level,decreasing,True
Site_2627,min_level,decreasing,True
Site_2628,avg_level,decreasing,True
Site_2628,min_level,decreasing,True
Site_2629,avg_level,decreasing,True
Site_2629,min_level,decreasing,True
Site_2630,avg_level,decreasing,True
Site_2630,min_level,decreasing,True
Site_2631,avg_level,decreasing,True
Site_2631,min_level,decreasing,True
Site_2632,avg_level,decreasing,True
Site_2632,min_level,decreasing,True
Site_2633,avg_level,decreasing,True
Site_2633,min_level,decreasing,True
Site_2634,avg_level,decreasing,True
Site_2634,min_level,decreasing,True
Site_2635,avg_level,decreasing,True
Site_2635,min_level,decreasing,True
Site_2636,avg_level,decreasing,True
Site_2636,min_level,decreasing,True
Site_2637,avg_level,decreasing,True
Site_2637,min_level,decreasing,True
Site_2638,avg_level,decreasing,True
Site_2638,min_level,decreasing,True
Site_2639,avg_level,decreasing,True
Site_2639,min_level,decreasing,True
Site_2640,avg_level,decreasing,True
Site_2640,min_level,decreasing,True
Site_2641,avg_level,decreasing,True
Site_2641,min_level,decreasing,True
Site_2642,avg_level,decreasing,True
Site_2642,min_level,decreasing,True
Site_2643,avg_level,decreasing,True
Site_2643,min_level,decreasing,True
Site_2644,avg_level,decreasing,True
Site_2644,min_level,decreasing,True
Site_2645,avg_level,decreasing,True
Site_2645,min_level,decreasing,True
Site_2646,avg_level,decreasing,True
Site_2646,min_level,decreasing,True
Site_2647,avg_level,decreasing,True
Site_2647,min_level,decreasing,True
Site_2648,avg_level,decreasing,True
Site_2648,min_level,decreasing,True
Site_2649,avg_level,decreasing,True
Site_2649,min_level,decreasing,True
Site_2650,avg_level,decreasing,True
Site_2650,min_level,decreasing,True
Site_2651,avg_level,decreasing,True
Site_2651,min_level,decreasing,True
Site_2652,avg_level,decreasing,True
Site_2652,min_level,decreasing,True
Site_2653,avg_level,decreasing,True
Site_2653,min_level,decreasing,True
Site_2654,avg_level,decreasing,True
Site_2654,min_level,decreasing,True
Site_2655,avg_level,decreasing,True
Site_2655,min_level,decreasing,True
Site_2656,avg_level,decreasing,True
Site_2656,min_level,decreasing,True
Site_2657,avg_level,decreasing,True
Site_2657,min_level,decreasing,True
Site_2658,avg_level,decreasing,True
Site_2658,min_level,decreasing,True
Site_2659,avg_level,decreasing,True
Site_2659,min_level,decreasing,True
Site_2660,avg_level,decreasing,True
Site_2660,min_level,decreasing,True
Site_2661,avg_level,decreasing,True
Site_2661,min_level,decreasing,True
Site_2662,avg_level,decreasing,True
Site_2662,min_level,decreasing,True
Site_2663,avg_level,decreasing,True
Site_2663,min_level,decreasing,True
Site_2664,avg_level,decreasing,True
Site_2664,min_level,decreasing,True
Site_2665,avg_level,decreasing,True
Site_2665,min_level,decreasing,True
Site_2666,avg_level,decreasing,True
Site_2666,min_level,decreasing,True
Site_2667,avg_level,decreasing,True
Site_2667,min_level,decreasing,True
Site_2668,avg_level,decreasing,True
Site_2668,min_level,decreasing,True
Site_2669,avg_level,decreasing,True
Site_2669,min_level,decreasing,True
Site_2670,avg_level,decreasing,True
Site_2670,min_level,decreasing,True
Site_2671,avg_level,decreasing,True
Site_2671,min_level,decreasing,True
Site_2672,avg_level,decreasing,True
Site_2672,min_level,decreasing,True
Site_2673,avg_level,decreasing,True
Site_2673,min_level,decreasing,True
Site_2674,avg_level,decreasing,True
Site_2674,min_level,decreasing,True
Site_2675,avg_level,decreasing,True
Site_2675,min_level,decreasing,True
Site_2676,avg_level,decreasing,True
Site_2676,min_level,decreasing,True
Site_2677,avg_level,decreasing,True
Site_2677,min_level,decreasing,True
Site_2678,avg_level,decreasing,True
Site_2678,min_level,decreasing,True
Site_2679,avg_level,decreasing,True
Site_2679,min_level,decreasing,True
Site_2680,avg_level,decreasing,True
Site_2680,min_level,decreasing,True
Site_2681,avg_level,decreasing,True
Site_2681,min_level,decreasing,True
Site_2682,avg_level,decreasing,True
Site_2682,min_level,decreasing,True
Site_2683,avg_level,decreasing,True
Site_2683,min_level,decreasing,True
Site_2684,avg_level,decreasing,True
Site_2684,min_level,decreasing,True
Site_2685,avg_level,decreasing,True
Site_2685,min_level,decreasing,True
Site_2686,avg_level,decreasing,True
Site_2686,min_level,decreasing,True
Site_2687,avg_level,decreasing,True
Site_2687,min_level,decreasing,True
Site_2688,avg_level,decreasing,True
Site_2688,min_level,decreasing,True
Site_2689,avg_level,decreasing,True
Site_2689,min_level,decreasing,True
Site_2690,avg_level,decreasing,True
Site_2690,min_level,decreasing,True
Site_2691,avg_level,decreasing,True
Site_2691,min_level,decreasing,True
Site_2692,avg_level,decreasing,True
Site_2692,min_level,decreasing,True
Site_2693,avg_level,decreasing,True
Site_2693,min_level,decreasing,True
Site_2694,avg_level,decreasing,True
Site_2694,min_level,decreasing,True
Site_2695,avg_level,decreasing,True
Site_2695,min_level,decreasing,True
Site_2696,avg_level,decreasing,True
Site_2696,min_level,decreasing,True
Site_2697,avg_level,decreasing,True
Site_2697,min_level,decreasing,True
Site_2698,avg_level,decreasing,True
Site_2698,min_level,decreasing,True
Site_2699,avg_level,decreasing,True
Site_2699,min_level,decreasing,True
Site_2700,avg_level,decreasing,True
Site_2700,min_level,decreasing,True
Site_2701,avg_level,decreasing,True
Site_2701,min_level,decreasing,True
Site_2702,avg_level,decreasing,True
Site_2702,min_level,decreasing,True
Site_2703,avg_level,decreasing,True
Site_2703,min_level,decreasing,True
Site_2704,avg_level,decreasing,True
Site_2704,min_level,decreasing,True
Site_2705,avg_level,decreasing,True
Site_2705,min_level,decreasing,True
Site_2706,avg_level,decreasing,True
Site_2706,min_level,decreasing,True
Site_2707,avg_level,decreasing,True
Site_2707,min_level,decreasing,True
Site_2708,avg_level,decreasing,True
Site_2708,min_level,decreasing,True
Site_2709,avg_level,decreasing,True
Site_2709,min_level,decreasing,True
Site_2710,avg_level,decreasing,True
Site_2710,min_level,decreasing,True
Site_2711,avg_level,decreasing,True
Site_2711,min_level,decreasing,True
Site_2712,avg_level,decreasing,True
Site_2712,min_level,decreasing,True
Site_2713,avg_level,decreasing,True
Site_2713,min_level,decreasing,True
Site_2714,avg_level,decreasing,True
Site_2714,min_level,decreasing,True
Site_2715,avg_level,decreasing,True
Site_2715,min_level,decreasing,True
Site_2716,avg_level,decreasing,True
Site_2716,min_level,decreasing,True
Site_2717,avg_level,decreasing,True
Site_2717,min_level,decreasing,True
Site_2718,avg_level,decreasing,True
Site_2718,min_level,decreasing,True
Site_2719,avg_level,decreasing,True
Site_2719,min_level,decreasing,True
Site_2720,avg_level,decreasing,True
Site_2720,min_level,decreasing,True
Site_2721,avg_level,decreasing,True
Site_2721,min_level,decreasing,True
Site_2722,avg_level,decreasing,True
Site_2722,min_level,decreasing,True
Site_2723,avg_level,decreasing,True
Site_2723,min_level,decreasing,True
Site_2724,avg_level,decreasing,True
Site_2724,min_level,decreasing,True
Site_2725,avg_level,decreasing,True
Site_2725,min_level,decreasing,True
Site_2726,avg_level,decreasing,True
Site_2726,min_level,decreasing,True
Site_2727,avg_level,decreasing,True
Site_2727,min_level,decreasing,True
Site_2728,avg_level,decreasing,True
Site_2728,min_level,decreasing,True
Site_2729,avg_level,decreasing,True
Site_2729,min_level,decreasing,True
Site_2730,avg_level,decreasing,True
Site_2730,min_level,decreasing,True
Site_2731,avg_level,decreasing,True
Site_2731,min_level,decreasing,True
Site_2732,avg_level,decreasing,True
Site_2732,min_level,decreasing,True
Site_2733,avg_level,decreasing,True
Site_2733,min_level,decreasing,True
Site_2734,avg_level,decreasing,True
Site_2734,min_level,decreasing,True
Site_2735,avg_level,decreasing,True
Site_2735,min_level,decreasing,True
Site_2736,avg_level,decreasing,True
Site_2736,min_level,decreasing,True
Site_2737,avg_level,decreasing,True
Site_2737,min_level,decreasing,True
Site_2738,avg_level,decreasing,True
Site_2738,min_level,decreasing,True
Site_2739,avg_level,decreasing,True
Site_2739,min_level,decreasing,True
Site_2740,avg_level,decreasing,True
Site_2740,min_level,decreasing,True
Site_2741,avg_level,decreasing,True
Site_2741,min_level,decreasing,True
Site_2742,avg_level,decreasing,True
Site_2742,min_level,decreasing,True
Site_2743,avg_level,decreasing,True
Site_2743,min_level,decreasing,True
Site_2744,avg_level,decreasing,True
Site_2744,min_level,decreasing,True
Site_2745,avg_level,decreasing,True
Site_2745,min_level,decreasing,True
Site_2746,avg_level,decreasing,True
Site_2746,min_level,decreasing,True
Site_2747,avg_level,decreasing,True
Site_2747,min_level,decreasing,True
Site_2748,avg_level,decreasing,True
Site_2748,min_level,decreasing,True
Site_2749,avg_level,decreasing,True
Site_2749,min_level,decreasing,True
Site_2750,avg_level,decreasing,True
Site_2750,min_level,decreasing,True
Site_2751,avg_level,decreasing,True
Site_2751,min_level,decreasing,True
Site_2752,avg_level,decreasing,True
Site_2752,min_level,decreasing,True
Site_2753,avg_level,decreasing,True
Site_2753,min_level,decreasing,True
Site_2754,avg_level,decreasing,True
Site_2754,min_level,decreasing,True
Site_2755,avg_level,decreasing,True
Site_2755,min_level,decreasing,True
Site_2756,avg_level,decreasing,True
Site_2756,min_level,decreasing,True
Site_2757,avg_level,decreasing,True
Site_2757,min_level,decreasing,True
Site_2758,avg_level,decreasing,True
Site_2758,min_level,decreasing,True
Site_2759,avg_level,decreasing,True
Site_2759,min_level,decreasing,True
Site_2760,avg_level,decreasing,True
Site_2760,min_level,decreasing,True
Site_2761,avg_level,decreasing,True
Site_2761,min_level,decreasing,True
Site_2762,avg_level,decreasing,True
Site_2762,min_level,decreasing,True
Site_2763,avg_level,decreasing,True
Site_2763,min_level,decreasing,True
Site_2764,avg_level,decreasing,True
Site_2764,min_level,decreasing,True
Site_2765,avg_level,decreasing,True
Site_2765,min_level,decreasing,True
Site_2766,avg_level,decreasing,True
Site_2766,min_level,decreasing,True
Site_2767,avg_level,decreasing,True
Site_2767,min_level,decreasing,True
Site_2768,avg_level,decreasing,True
Site_2768,min_level,decreasing,True
Site_2769,avg_level,decreasing,True
Site_2769,min_level,decreasing,True
Site_2770,avg_level,decreasing,True
Site_2770,min_level,decreasing,True
Site_2771,avg_level,decreasing,True
Site_2771,min_level,decreasing,True
Site_2772,avg_level,decreasing,True
Site_2772,min_level,decreasing,True
